sk_produto,id_produto_original,valor_produto,data_inicio_validade,data_fim_validade,flag_ativo
11698,P003,2493.8,2025-03-27,2025-03-27 00:00:00,False
11699,P016,2571.12,2025-03-27,2025-03-28 00:00:00,False
11700,P003,2174.99,2025-03-27,2025-03-27 00:00:00,False
11701,P031,2345.18,2025-03-27,2025-03-27 00:00:00,False
11702,P006,1971.53,2025-03-27,2025-03-27 00:00:00,False
11703,P021,2367.16,2025-03-27,2025-03-27 00:00:00,False
11704,P018,2059.88,2025-03-27,2025-03-27 00:00:00,False
11705,P044,131.06,2025-03-27,2025-03-27 00:00:00,False
11706,P050,2252.47,2025-03-27,2025-03-27 00:00:00,False
11707,P009,204.55,2025-03-27,2025-03-27 00:00:00,False
11708,P028,446.41,2025-03-27,2025-03-27 00:00:00,False
11709,P039,373.16,2025-03-27,2025-03-28 00:00:00,False
11710,P008,313.01,2025-03-27,2025-03-27 00:00:00,False
11711,P050,328.51,2025-03-27,2025-03-27 00:00:00,False
11712,P044,224.37,2025-03-27,2025-03-27 00:00:00,False
11713,P008,2476.96,2025-03-27,2025-03-27 00:00:00,False
11714,P013,662.19,2025-03-27,2025-03-27 00:00:00,False
11715,P021,287.23,2025-03-27,2025-03-27 00:00:00,False
11716,P010,585.07,2025-03-27,2025-03-27 00:00:00,False
11717,P005,385.56,2025-03-27,2025-03-27 00:00:00,False
11718,P046,3004.56,2025-03-27,2025-03-28 00:00:00,False
11719,P010,44.93,2025-03-27,2025-03-28 00:00:00,False
11720,P029,3654.11,2025-03-27,2025-03-27 00:00:00,False
11721,P044,186.8,2025-03-27,2025-03-27 00:00:00,False
11722,P034,1931.53,2025-03-27,2025-03-27 00:00:00,False
11723,P036,2960.67,2025-03-27,2025-03-27 00:00:00,False
11724,P018,485.62,2025-03-27,2025-03-27 00:00:00,False
11725,P025,337.26,2025-03-27,2025-03-27 00:00:00,False
11726,P008,1812.88,2025-03-27,2025-03-27 00:00:00,False
11727,P037,2191.28,2025-03-27,2025-03-27 00:00:00,False
11728,P025,1993.56,2025-03-27,2025-03-27 00:00:00,False
11729,P034,2327.11,2025-03-27,2025-03-27 00:00:00,False
11730,P037,45.15,2025-03-27,2025-03-27 00:00:00,False
11731,P001,219.19,2025-03-27,2025-03-27 00:00:00,False
11732,P011,3661.33,2025-03-27,2025-03-27 00:00:00,False
11733,P014,2504.29,2025-03-27,2025-03-28 00:00:00,False
11734,P034,2515.13,2025-03-27,2025-03-27 00:00:00,False
11735,P005,363.91,2025-03-27,2025-03-27 00:00:00,False
11736,P009,947.41,2025-03-27,2025-03-27 00:00:00,False
11737,P042,2229.21,2025-03-27,2025-03-28 00:00:00,False
11738,P022,287.76,2025-03-27,2025-03-27 00:00:00,False
11739,P048,2466.57,2025-03-27,2025-03-27 00:00:00,False
11740,P002,3205.99,2025-03-27,2025-03-27 00:00:00,False
11741,P008,1329.17,2025-03-27,2025-03-27 00:00:00,False
11742,P031,1743.66,2025-03-27,2025-03-27 00:00:00,False
11743,P017,1120.3,2025-03-27,2025-03-28 00:00:00,False
11744,P001,944.26,2025-03-27,2025-03-27 00:00:00,False
11745,P009,2681.63,2025-03-27,2025-03-28 00:00:00,False
11746,P047,357.38,2025-03-27,2025-03-27 00:00:00,False
11747,P027,1181.48,2025-03-27,2025-03-28 00:00:00,False
11748,P034,1749.08,2025-03-27,2025-03-27 00:00:00,False
11749,P011,2917.15,2025-03-27,2025-03-28 00:00:00,False
11750,P015,355.69,2025-03-27,2025-03-27 00:00:00,False
11751,P043,221.93,2025-03-27,2025-03-28 00:00:00,False
11752,P026,2108.06,2025-03-27,2025-03-27 00:00:00,False
11753,P028,539.51,2025-03-27,2025-03-27 00:00:00,False
11754,P028,5957.09,2025-03-27,2025-03-27 00:00:00,False
11755,P048,334.58,2025-03-27,2025-03-28 00:00:00,False
11756,P049,5048.85,2025-03-27,2025-03-28 00:00:00,False
11757,P002,432.35,2025-03-27,2025-03-27 00:00:00,False
11758,P012,442.57,2025-03-27,2025-03-28 00:00:00,False
11759,P047,2534.42,2025-03-27,2025-03-28 00:00:00,False
11760,P038,2629.46,2025-03-27,2025-03-28 00:00:00,False
11761,P026,2135.58,2025-03-27,2025-03-27 00:00:00,False
11762,P020,2863.15,2025-03-27,2025-03-27 00:00:00,False
11763,P050,1572.51,2025-03-27,2025-03-29 00:00:00,False
11764,P023,3989.12,2025-03-27,2025-03-28 00:00:00,False
11765,P003,216.87,2025-03-27,2025-03-28 00:00:00,False
11766,P035,3707.72,2025-03-27,2025-03-27 00:00:00,False
11767,P029,3020.73,2025-03-27,2025-03-28 00:00:00,False
11768,P033,16.03,2025-03-27,2025-03-27 00:00:00,False
11769,P035,3224.06,2025-03-27,2025-03-27 00:00:00,False
11770,P032,160.01,2025-03-27,2025-03-27 00:00:00,False
11771,P022,2572.5,2025-03-27,2025-03-27 00:00:00,False
11772,P001,1934.13,2025-03-27,2025-03-28 00:00:00,False
11773,P022,3390.21,2025-03-27,2025-03-28 00:00:00,False
11774,P028,458.58,2025-03-27,2025-03-28 00:00:00,False
11775,P032,2156.52,2025-03-27,2025-03-27 00:00:00,False
11776,P040,2041.47,2025-03-27,2025-03-28 00:00:00,False
11777,P015,2865.33,2025-03-27,2025-03-28 00:00:00,False
11778,P031,1999.94,2025-03-27,2025-03-28 00:00:00,False
11779,P013,408.19,2025-03-27,2025-03-29 00:00:00,False
11780,P024,294.68,2025-03-27,2025-03-27 00:00:00,False
11781,P002,4087.73,2025-03-27,2025-03-27 00:00:00,False
11782,P037,600.06,2025-03-27,2025-03-28 00:00:00,False
11783,P033,188.25,2025-03-27,2025-03-28 00:00:00,False
11784,P034,2253.36,2025-03-27,2025-03-28 00:00:00,False
11785,P035,434.9,2025-03-27,2025-03-27 00:00:00,False
11786,P044,2927.27,2025-03-27,2025-03-28 00:00:00,False
11787,P018,2582.55,2025-03-27,2025-03-28 00:00:00,False
11788,P032,141.09,2025-03-27,2025-03-28 00:00:00,False
11789,P025,2232.3,2025-03-27,2025-03-28 00:00:00,False
11790,P024,2570.74,2025-03-27,2025-03-28 00:00:00,False
11791,P020,27.64,2025-03-27,2025-03-28 00:00:00,False
11792,P036,369.51,2025-03-27,2025-03-28 00:00:00,False
11793,P035,2430.21,2025-03-27,2025-03-28 00:00:00,False
11794,P006,1662.52,2025-03-27,2025-03-28 00:00:00,False
11795,P005,49.07,2025-03-27,2025-03-28 00:00:00,False
11796,P008,1493.88,2025-03-27,2025-03-28 00:00:00,False
11797,P002,511.32,2025-03-27,2025-03-28 00:00:00,False
11798,P021,325.47,2025-03-27,2025-03-28 00:00:00,False
11799,P026,1952.9,2025-03-27,2025-03-28 00:00:00,False
11800,P020,2156.94,2025-03-28,2025-03-28 00:00:00,False
11801,P030,369.66,2025-03-28,2025-03-28 00:00:00,False
11802,P031,234.94,2025-03-28,2025-03-28 00:00:00,False
11803,P044,1080.39,2025-03-28,2025-03-28 00:00:00,False
11804,P024,4852.17,2025-03-28,2025-03-28 00:00:00,False
11805,P035,393.22,2025-03-28,2025-03-28 00:00:00,False
11806,P036,459.24,2025-03-28,2025-03-28 00:00:00,False
11807,P005,2657.8,2025-03-28,2025-03-28 00:00:00,False
11808,P019,430.71,2025-03-28,2025-03-28 00:00:00,False
11809,P041,3268.71,2025-03-28,2025-03-28 00:00:00,False
11810,P029,2318.57,2025-03-28,2025-03-28 00:00:00,False
11811,P008,1558.02,2025-03-28,2025-03-29 00:00:00,False
11812,P012,379.44,2025-03-28,2025-03-28 00:00:00,False
11813,P041,2339.31,2025-03-28,2025-03-28 00:00:00,False
11814,P043,2856.34,2025-03-28,2025-03-28 00:00:00,False
11815,P023,5.37,2025-03-28,2025-03-28 00:00:00,False
11816,P007,359.24,2025-03-28,2025-03-28 00:00:00,False
11817,P046,2592.43,2025-03-28,2025-03-28 00:00:00,False
11818,P012,436.37,2025-03-28,2025-03-28 00:00:00,False
11819,P006,111.95,2025-03-28,2025-03-28 00:00:00,False
11820,P040,1707.51,2025-03-28,2025-03-28 00:00:00,False
11821,P030,2497.01,2025-03-28,2025-03-29 00:00:00,False
11822,P003,11.85,2025-03-28,2025-03-28 00:00:00,False
11823,P009,3087.6,2025-03-28,2025-03-28 00:00:00,False
11824,P043,3040.77,2025-03-28,2025-03-28 00:00:00,False
11825,P028,468.5,2025-03-28,2025-03-28 00:00:00,False
11826,P049,358.24,2025-03-28,2025-03-28 00:00:00,False
11827,P045,2741.08,2025-03-28,2025-03-28 00:00:00,False
11828,P002,5907.91,2025-03-28,2025-03-28 00:00:00,False
11829,P011,2554.83,2025-03-28,2025-03-28 00:00:00,False
11830,P004,335.89,2025-03-28,2025-03-28 00:00:00,False
11831,P036,3223.2,2025-03-28,2025-03-28 00:00:00,False
11832,P038,418.15,2025-03-28,2025-03-28 00:00:00,False
11833,P015,516.41,2025-03-28,2025-03-28 00:00:00,False
11834,P042,789.61,2025-03-28,2025-03-28 00:00:00,False
11835,P046,379.7,2025-03-28,2025-03-29 00:00:00,False
11836,P042,171.21,2025-03-28,2025-03-28 00:00:00,False
11837,P044,1365.48,2025-03-28,2025-03-28 00:00:00,False
11838,P031,1378.9,2025-03-28,2025-03-28 00:00:00,False
11839,P021,4406.64,2025-03-28,2025-03-28 00:00:00,False
11840,P037,557.18,2025-03-28,2025-03-28 00:00:00,False
11841,P009,263.96,2025-03-28,2025-03-28 00:00:00,False
11842,P032,1525.52,2025-03-28,2025-03-28 00:00:00,False
11843,P009,1683.21,2025-03-28,2025-03-29 00:00:00,False
11844,P049,697.59,2025-03-28,2025-03-28 00:00:00,False
11845,P011,213.98,2025-03-28,2025-03-28 00:00:00,False
11846,P018,2932.76,2025-03-28,2025-03-28 00:00:00,False
11847,P037,0.33,2025-03-28,2025-03-29 00:00:00,False
11848,P003,1443.99,2025-03-28,2025-03-28 00:00:00,False
11849,P041,1520.21,2025-03-28,2025-03-29 00:00:00,False
11850,P026,326.43,2025-03-28,2025-03-28 00:00:00,False
11851,P005,2462.56,2025-03-28,2025-03-28 00:00:00,False
11852,P007,413.66,2025-03-28,2025-03-28 00:00:00,False
11853,P012,258.75,2025-03-28,2025-03-28 00:00:00,False
11854,P010,3934.68,2025-03-28,2025-03-29 00:00:00,False
11855,P007,3486.97,2025-03-28,2025-03-28 00:00:00,False
11856,P027,133.25,2025-03-28,2025-03-28 00:00:00,False
11857,P007,2730.02,2025-03-28,2025-03-28 00:00:00,False
11858,P034,1673.69,2025-03-28,2025-03-28 00:00:00,False
11859,P039,387.46,2025-03-28,2025-03-28 00:00:00,False
11860,P040,2575.34,2025-03-28,2025-03-28 00:00:00,False
11861,P033,1512.11,2025-03-28,2025-03-28 00:00:00,False
11862,P001,1253.96,2025-03-28,2025-03-28 00:00:00,False
11863,P003,1482.74,2025-03-28,2025-03-29 00:00:00,False
11864,P027,315.91,2025-03-28,2025-03-28 00:00:00,False
11865,P033,117.24,2025-03-28,2025-03-28 00:00:00,False
11866,P015,491.14,2025-03-28,2025-03-28 00:00:00,False
11867,P016,2564.29,2025-03-28,2025-03-28 00:00:00,False
11868,P022,312.54,2025-03-28,2025-03-28 00:00:00,False
11869,P012,2780.68,2025-03-28,2025-03-28 00:00:00,False
11870,P042,1449.58,2025-03-28,2025-03-28 00:00:00,False
11871,P049,3736.18,2025-03-28,2025-03-30 00:00:00,False
11872,P038,3800.05,2025-03-28,2025-03-29 00:00:00,False
11873,P033,3128.29,2025-03-28,2025-03-28 00:00:00,False
11874,P017,3825.75,2025-03-28,2025-03-28 00:00:00,False
11875,P024,2806.13,2025-03-28,2025-03-28 00:00:00,False
11876,P047,2295.69,2025-03-28,2025-03-28 00:00:00,False
11877,P001,1174.65,2025-03-28,2025-03-28 00:00:00,False
11878,P004,338.97,2025-03-28,2025-03-28 00:00:00,False
11879,P029,1957.31,2025-03-28,2025-03-28 00:00:00,False
11880,P014,363.9,2025-03-28,2025-03-28 00:00:00,False
11881,P045,2747.43,2025-03-28,2025-03-29 00:00:00,False
11882,P027,2362.97,2025-03-28,2025-03-28 00:00:00,False
11883,P017,364.46,2025-03-28,2025-03-28 00:00:00,False
11884,P036,235.73,2025-03-28,2025-03-28 00:00:00,False
11885,P014,286.71,2025-03-28,2025-03-29 00:00:00,False
11886,P002,4922.83,2025-03-28,2025-03-28 00:00:00,False
11887,P039,3167.85,2025-03-28,2025-03-28 00:00:00,False
11888,P023,384.2,2025-03-28,2025-03-29 00:00:00,False
11889,P020,2942.79,2025-03-28,2025-03-29 00:00:00,False
11890,P032,2310.1,2025-03-28,2025-03-28 00:00:00,False
11891,P033,333.49,2025-03-28,2025-03-28 00:00:00,False
11892,P024,2002.56,2025-03-28,2025-03-28 00:00:00,False
11893,P043,1180.98,2025-03-28,2025-03-28 00:00:00,False
11894,P028,410.74,2025-03-28,2025-03-28 00:00:00,False
11895,P025,2441.95,2025-03-28,2025-03-28 00:00:00,False
11896,P029,1895.41,2025-03-28,2025-03-28 00:00:00,False
11897,P029,201.06,2025-03-28,2025-03-28 00:00:00,False
11898,P019,323.11,2025-03-28,2025-03-28 00:00:00,False
11899,P021,2657.24,2025-03-28,2025-03-28 00:00:00,False
11900,P035,221.33,2025-03-28,2025-03-28 00:00:00,False
11901,P022,346.96,2025-03-28,2025-03-29 00:00:00,False
11902,P034,274.29,2025-03-28,2025-03-28 00:00:00,False
11903,P043,3747.49,2025-03-28,2025-03-28 00:00:00,False
11904,P048,2233.24,2025-03-28,2025-03-29 00:00:00,False
11905,P001,315.89,2025-03-28,2025-03-28 00:00:00,False
11906,P006,2017.78,2025-03-28,2025-03-28 00:00:00,False
11907,P033,2194.06,2025-03-28,2025-03-29 00:00:00,False
11908,P021,311.63,2025-03-28,2025-03-28 00:00:00,False
11909,P039,257.55,2025-03-28,2025-03-28 00:00:00,False
11910,P044,1487.02,2025-03-28,2025-03-29 00:00:00,False
11911,P047,2080.9,2025-03-28,2025-03-28 00:00:00,False
11912,P018,2677.98,2025-03-28,2025-03-29 00:00:00,False
11913,P034,1886.16,2025-03-28,2025-03-28 00:00:00,False
11914,P036,2991.69,2025-03-28,2025-03-29 00:00:00,False
11915,P031,228.89,2025-03-28,2025-03-29 00:00:00,False
11916,P042,2348.8,2025-03-28,2025-03-29 00:00:00,False
11917,P002,2840.87,2025-03-28,2025-03-29 00:00:00,False
11918,P017,322.36,2025-03-28,2025-03-28 00:00:00,False
11919,P029,2024.81,2025-03-28,2025-03-29 00:00:00,False
11920,P043,14.28,2025-03-28,2025-03-28 00:00:00,False
11921,P024,2.54,2025-03-28,2025-03-29 00:00:00,False
11922,P012,491.62,2025-03-28,2025-03-29 00:00:00,False
11923,P001,1113.04,2025-03-28,2025-03-29 00:00:00,False
11924,P039,233.21,2025-03-28,2025-03-29 00:00:00,False
11925,P021,423.75,2025-03-28,2025-03-29 00:00:00,False
11926,P040,2276.52,2025-03-28,2025-03-28 00:00:00,False
11927,P017,469.69,2025-03-28,2025-03-28 00:00:00,False
11928,P047,173.72,2025-03-28,2025-03-29 00:00:00,False
11929,P028,3.47,2025-03-28,2025-03-29 00:00:00,False
11930,P026,167.09,2025-03-28,2025-03-29 00:00:00,False
11931,P006,91.23,2025-03-28,2025-03-29 00:00:00,False
11932,P007,4265.13,2025-03-28,2025-03-28 00:00:00,False
11933,P015,346.03,2025-03-28,2025-03-29 00:00:00,False
11934,P027,1393.31,2025-03-28,2025-03-29 00:00:00,False
11935,P016,1421.46,2025-03-28,2025-03-29 00:00:00,False
11936,P025,35.72,2025-03-28,2025-03-29 00:00:00,False
11937,P035,296.72,2025-03-28,2025-03-29 00:00:00,False
11938,P011,514.05,2025-03-28,2025-03-29 00:00:00,False
11939,P034,2380.63,2025-03-28,2025-03-29 00:00:00,False
11940,P007,531.87,2025-03-28,2025-03-29 00:00:00,False
11941,P019,510.41,2025-03-28,2025-03-29 00:00:00,False
11942,P005,647.61,2025-03-28,2025-03-28 00:00:00,False
11943,P017,374.47,2025-03-28,2025-03-29 00:00:00,False
11944,P032,2531.21,2025-03-28,2025-03-28 00:00:00,False
11945,P005,4345.65,2025-03-28,2025-03-29 00:00:00,False
11946,P032,226.62,2025-03-28,2025-03-29 00:00:00,False
11947,P004,414.37,2025-03-28,2025-03-29 00:00:00,False
11948,P043,273.01,2025-03-28,2025-03-29 00:00:00,False
11949,P040,1829.35,2025-03-28,2025-03-29 00:00:00,False
11950,P036,2349.73,2025-03-29,2025-03-29 00:00:00,False
11951,P022,2803.31,2025-03-29,2025-03-29 00:00:00,False
11952,P018,4977.18,2025-03-29,2025-03-29 00:00:00,False
11953,P005,2776.37,2025-03-29,2025-03-29 00:00:00,False
11954,P039,5498.98,2025-03-29,2025-03-29 00:00:00,False
11955,P050,2785.85,2025-03-29,2025-03-29 00:00:00,False
11956,P027,230.25,2025-03-29,2025-03-29 00:00:00,False
11957,P017,1830.46,2025-03-29,2025-03-29 00:00:00,False
11958,P007,539.08,2025-03-29,2025-03-29 00:00:00,False
11959,P016,1855.99,2025-03-29,2025-03-29 00:00:00,False
11960,P040,2655.1,2025-03-29,2025-03-29 00:00:00,False
11961,P009,1781.23,2025-03-29,2025-03-29 00:00:00,False
11962,P016,198.43,2025-03-29,2025-03-29 00:00:00,False
11963,P050,307.83,2025-03-29,2025-03-29 00:00:00,False
11964,P039,2826.43,2025-03-29,2025-03-29 00:00:00,False
11965,P048,2394.57,2025-03-29,2025-03-30 00:00:00,False
11966,P029,2553.97,2025-03-29,2025-03-29 00:00:00,False
11967,P045,3394.39,2025-03-29,2025-03-29 00:00:00,False
11968,P013,576.55,2025-03-29,2025-03-29 00:00:00,False
11969,P015,764.49,2025-03-29,2025-03-29 00:00:00,False
11970,P003,239.6,2025-03-29,2025-03-29 00:00:00,False
11971,P039,2016.37,2025-03-29,2025-03-29 00:00:00,False
11972,P040,250.36,2025-03-29,2025-03-29 00:00:00,False
11973,P045,360.84,2025-03-29,2025-03-29 00:00:00,False
11974,P050,2067.94,2025-03-29,2025-03-30 00:00:00,False
11975,P046,321.99,2025-03-29,2025-03-29 00:00:00,False
11976,P041,14.23,2025-03-29,2025-03-29 00:00:00,False
11977,P014,162.77,2025-03-29,2025-03-29 00:00:00,False
11978,P046,589.54,2025-03-29,2025-03-29 00:00:00,False
11979,P012,293.06,2025-03-29,2025-03-29 00:00:00,False
11980,P010,303.37,2025-03-29,2025-03-29 00:00:00,False
11981,P023,257.48,2025-03-29,2025-03-29 00:00:00,False
11982,P003,2237.65,2025-03-29,2025-03-29 00:00:00,False
11983,P005,637.1,2025-03-29,2025-03-29 00:00:00,False
11984,P021,346.99,2025-03-29,2025-03-29 00:00:00,False
11985,P035,1468.85,2025-03-29,2025-03-29 00:00:00,False
11986,P024,2837.61,2025-03-29,2025-03-29 00:00:00,False
11987,P044,3339.86,2025-03-29,2025-03-29 00:00:00,False
11988,P038,341.57,2025-03-29,2025-03-29 00:00:00,False
11989,P042,118.26,2025-03-29,2025-03-29 00:00:00,False
11990,P021,2279.6,2025-03-29,2025-03-29 00:00:00,False
11991,P007,6246.22,2025-03-29,2025-03-29 00:00:00,False
11992,P036,333.44,2025-03-29,2025-03-29 00:00:00,False
11993,P039,210.1,2025-03-29,2025-03-29 00:00:00,False
11994,P042,1657.42,2025-03-29,2025-03-29 00:00:00,False
11995,P001,1801.27,2025-03-29,2025-03-29 00:00:00,False
11996,P014,204.74,2025-03-29,2025-03-29 00:00:00,False
11997,P017,2589.93,2025-03-29,2025-03-30 00:00:00,False
11998,P013,514.97,2025-03-29,2025-03-29 00:00:00,False
11999,P040,2083.28,2025-03-29,2025-03-29 00:00:00,False
12000,P038,1835.86,2025-03-29,2025-03-29 00:00:00,False
12001,P038,273.74,2025-03-29,2025-03-29 00:00:00,False
12002,P037,4257.12,2025-03-29,2025-03-29 00:00:00,False
12003,P045,2265.9,2025-03-29,2025-03-30 00:00:00,False
12004,P005,3193.82,2025-03-29,2025-03-29 00:00:00,False
12005,P039,2252.14,2025-03-29,2025-03-29 00:00:00,False
12006,P019,3138.96,2025-03-29,2025-03-29 00:00:00,False
12007,P011,333.71,2025-03-29,2025-03-29 00:00:00,False
12008,P032,1354.16,2025-03-29,2025-03-30 00:00:00,False
12009,P031,2456.81,2025-03-29,2025-03-30 00:00:00,False
12010,P047,1873.59,2025-03-29,2025-03-29 00:00:00,False
12011,P025,373.2,2025-03-29,2025-03-29 00:00:00,False
12012,P034,284.12,2025-03-29,2025-03-29 00:00:00,False
12013,P028,2173.49,2025-03-29,2025-03-29 00:00:00,False
12014,P023,382.62,2025-03-29,2025-03-29 00:00:00,False
12015,P008,237.7,2025-03-29,2025-03-29 00:00:00,False
12016,P003,2094.39,2025-03-29,2025-03-29 00:00:00,False
12017,P026,1894.33,2025-03-29,2025-03-29 00:00:00,False
12018,P046,613.08,2025-03-29,2025-03-29 00:00:00,False
12019,P029,1391.74,2025-03-29,2025-03-29 00:00:00,False
12020,P016,194.82,2025-03-29,2025-03-29 00:00:00,False
12021,P034,1513.83,2025-03-29,2025-03-29 00:00:00,False
12022,P028,431.16,2025-03-29,2025-03-29 00:00:00,False
12023,P006,841.94,2025-03-29,2025-03-29 00:00:00,False
12024,P011,709.41,2025-03-29,2025-03-29 00:00:00,False
12025,P008,1853.46,2025-03-29,2025-03-29 00:00:00,False
12026,P037,723.19,2025-03-29,2025-03-29 00:00:00,False
12027,P035,272.82,2025-03-29,2025-03-29 00:00:00,False
12028,P023,335.6,2025-03-29,2025-04-01 00:00:00,False
12029,P042,243.48,2025-03-29,2025-03-29 00:00:00,False
12030,P020,1913.16,2025-03-29,2025-03-30 00:00:00,False
12031,P012,4266.6,2025-03-29,2025-03-29 00:00:00,False
12032,P028,3856.07,2025-03-29,2025-03-29 00:00:00,False
12033,P015,354.18,2025-03-29,2025-03-29 00:00:00,False
12034,P041,4208.05,2025-03-29,2025-03-29 00:00:00,False
12035,P018,2113.05,2025-03-29,2025-03-29 00:00:00,False
12036,P008,203.06,2025-03-29,2025-03-29 00:00:00,False
12037,P001,865.27,2025-03-29,2025-03-29 00:00:00,False
12038,P028,606.56,2025-03-29,2025-03-29 00:00:00,False
12039,P026,2168.23,2025-03-29,2025-03-29 00:00:00,False
12040,P004,341.39,2025-03-29,2025-03-29 00:00:00,False
12041,P006,2257.64,2025-03-29,2025-03-29 00:00:00,False
12042,P027,2523.89,2025-03-29,2025-03-29 00:00:00,False
12043,P040,1312.65,2025-03-29,2025-03-29 00:00:00,False
12044,P024,437.22,2025-03-29,2025-03-29 00:00:00,False
12045,P004,439.44,2025-03-29,2025-03-30 00:00:00,False
12046,P047,1909.35,2025-03-29,2025-03-30 00:00:00,False
12047,P037,4788.52,2025-03-29,2025-03-29 00:00:00,False
12048,P016,1390.25,2025-03-29,2025-03-31 00:00:00,False
12049,P033,86.79,2025-03-29,2025-03-30 00:00:00,False
12050,P038,3240.36,2025-03-29,2025-03-29 00:00:00,False
12051,P006,1790.96,2025-03-29,2025-03-29 00:00:00,False
12052,P042,1829.1,2025-03-29,2025-03-30 00:00:00,False
12053,P007,255.27,2025-03-29,2025-03-30 00:00:00,False
12054,P035,316.87,2025-03-29,2025-03-29 00:00:00,False
12055,P008,205.26,2025-03-29,2025-03-29 00:00:00,False
12056,P028,347.93,2025-03-29,2025-03-29 00:00:00,False
12057,P010,459.89,2025-03-29,2025-03-29 00:00:00,False
12058,P009,1122.77,2025-03-29,2025-03-30 00:00:00,False
12059,P003,201.3,2025-03-29,2025-03-30 00:00:00,False
12060,P012,347.17,2025-03-29,2025-03-30 00:00:00,False
12061,P005,2060.22,2025-03-29,2025-03-29 00:00:00,False
12062,P046,4376.39,2025-03-29,2025-03-30 00:00:00,False
12063,P015,4017.81,2025-03-29,2025-03-29 00:00:00,False
12064,P036,5680.31,2025-03-29,2025-03-31 00:00:00,False
12065,P034,391.03,2025-03-29,2025-03-30 00:00:00,False
12066,P001,1845.29,2025-03-29,2025-03-30 00:00:00,False
12067,P008,79.17,2025-03-29,2025-03-29 00:00:00,False
12068,P039,369.92,2025-03-29,2025-03-30 00:00:00,False
12069,P011,642.83,2025-03-29,2025-03-30 00:00:00,False
12070,P028,5929.21,2025-03-29,2025-03-29 00:00:00,False
12071,P015,441.99,2025-03-29,2025-03-30 00:00:00,False
12072,P014,203.96,2025-03-29,2025-03-30 00:00:00,False
12073,P041,2950.24,2025-03-29,2025-03-29 00:00:00,False
12074,P029,283.38,2025-03-29,2025-03-29 00:00:00,False
12075,P018,323.15,2025-03-29,2025-03-29 00:00:00,False
12076,P008,3071.85,2025-03-29,2025-03-29 00:00:00,False
12077,P040,4316.25,2025-03-29,2025-03-30 00:00:00,False
12078,P030,3633.63,2025-03-29,2025-03-29 00:00:00,False
12079,P029,1222.45,2025-03-29,2025-03-29 00:00:00,False
12080,P019,2846.34,2025-03-29,2025-03-30 00:00:00,False
12081,P041,3120.33,2025-03-29,2025-03-30 00:00:00,False
12082,P037,499.29,2025-03-29,2025-03-29 00:00:00,False
12083,P035,1331.77,2025-03-29,2025-03-30 00:00:00,False
12084,P008,296.43,2025-03-29,2025-03-30 00:00:00,False
12085,P022,1690.54,2025-03-29,2025-03-30 00:00:00,False
12086,P043,3240.2,2025-03-29,2025-03-29 00:00:00,False
12087,P044,257.11,2025-03-29,2025-03-30 00:00:00,False
12088,P024,2958.74,2025-03-29,2025-03-30 00:00:00,False
12089,P010,322.91,2025-03-29,2025-03-29 00:00:00,False
12090,P021,3405.48,2025-03-29,2025-03-30 00:00:00,False
12091,P027,364.84,2025-03-29,2025-03-30 00:00:00,False
12092,P006,2035.57,2025-03-29,2025-03-29 00:00:00,False
12093,P030,45.49,2025-03-29,2025-03-29 00:00:00,False
12094,P037,622.67,2025-03-29,2025-03-30 00:00:00,False
12095,P018,478.05,2025-03-29,2025-03-30 00:00:00,False
12096,P013,5502.81,2025-03-29,2025-03-29 00:00:00,False
12097,P026,3806.51,2025-03-29,2025-03-30 00:00:00,False
12098,P038,281.0,2025-03-29,2025-03-29 00:00:00,False
12099,P029,1340.37,2025-03-29,2025-03-30 00:00:00,False
12100,P038,1534.08,2025-03-29,2025-03-30 00:00:00,False
12101,P028,436.14,2025-03-29,2025-03-30 00:00:00,False
12102,P010,427.46,2025-03-29,2025-03-30 00:00:00,False
12103,P006,2779.02,2025-03-29,2025-03-31 00:00:00,False
12104,P025,3103.29,2025-03-29,2025-03-30 00:00:00,False
12105,P002,2536.94,2025-03-29,2025-03-30 00:00:00,False
12106,P030,431.69,2025-03-29,2025-03-30 00:00:00,False
12107,P013,485.27,2025-03-29,2025-03-30 00:00:00,False
12108,P043,276.76,2025-03-29,2025-03-30 00:00:00,False
12109,P005,3808.6,2025-03-29,2025-03-30 00:00:00,False
12110,P041,2776.68,2025-03-30,2025-03-30 00:00:00,False
12111,P019,3541.76,2025-03-30,2025-03-30 00:00:00,False
12112,P003,1691.44,2025-03-30,2025-03-30 00:00:00,False
12113,P020,1583.15,2025-03-30,2025-03-30 00:00:00,False
12114,P046,465.4,2025-03-30,2025-03-30 00:00:00,False
12115,P046,3150.53,2025-03-30,2025-03-30 00:00:00,False
12116,P043,2601.65,2025-03-30,2025-03-30 00:00:00,False
12117,P039,199.03,2025-03-30,2025-03-30 00:00:00,False
12118,P013,5299.98,2025-03-30,2025-03-30 00:00:00,False
12119,P032,223.14,2025-03-30,2025-03-30 00:00:00,False
12120,P027,2054.41,2025-03-30,2025-03-30 00:00:00,False
12121,P043,290.27,2025-03-30,2025-03-30 00:00:00,False
12122,P047,3022.5,2025-03-30,2025-03-30 00:00:00,False
12123,P044,2748.25,2025-03-30,2025-03-30 00:00:00,False
12124,P026,2063.77,2025-03-30,2025-03-30 00:00:00,False
12125,P024,1553.05,2025-03-30,2025-03-30 00:00:00,False
